belongs_to_collection,genres,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,backdrop_path
"{'id': 19285, 'name': 'Leprechaun Collection (Original Series)', 'poster_path': '/kdnaM7K8T8oXwWk2QdiWEs8Zg2w.jpg', 'backdrop_path': '/pRjYboGyfjO5PkY7Rdg21s4FhoI.jpg'}","[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",19286,tt0113636,en,Leprechaun 3,"It was a normal night in Las Vegas, Nevada, all the lights were flashing brightly, until a man with one hand, one eye, and one leg walks into a pawn shop with a statue of a hideous looking Leprechaun. The owner claims it's a good luck charm. The statue also wore a medallion around it's neck. The careless pawn shop owner took off the medallion setting the Leprechaun free...",8.21698,/kteSBXogCezbg3FN1HOB3tzD1gP.jpg,"[{'name': 'Trimark Pictures', 'id': 4063}]",1995-07-04,0.0,90.0,Released,Welcome to Vegas... the odds are you won't leave alive!,Leprechaun 3,5.0,42.0,/pRjYboGyfjO5PkY7Rdg21s4FhoI.jpg
"{'id': 87253, 'name': 'High School Musical Collection', 'poster_path': '/dXIgM9sEWIkUfRH8GZUKHv1t5n.jpg', 'backdrop_path': '/t1mwGPJi3NkwMeyeUHr9zlQhlTo.jpg'}","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10770, 'name': 'TV Movie'}]",10947,tt0475293,en,High School Musical,"Troy (Zac Efron), the popular captain of the basketball team, and Gabriella (Vanessa Anne Hudgens), the brainy and beautiful member of the academic club, break all the rules of East High society when they secretly audition for the leads in the school's musical. As they reach for the stars and follow their dreams, everyone learns about acceptance, teamwork, and being yourself. And it's all set to fun tunes and very cool dance moves!",10.187478,/lkcc7eC4qTbhE2DBnoVpGg2ZeM9.jpg,"[{'name': 'Disney Channel', 'id': 3213}]",2006-01-20,0.0,98.0,Released,This School Rocks Like No Other!,High School Musical,6.1,1048.0,/t1mwGPJi3NkwMeyeUHr9zlQhlTo.jpg
"{'id': 10721, 'name': 'Mimic Collection', 'poster_path': '/oKG4cGU0hw6ONVyjrS2qECQinrg.jpg', 'backdrop_path': '/AmlJVxC6M1BfZgpgtuBoTg1Jwqq.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",33005,tt0330634,en,Mimic: Sentinel,"A man enclosed in a plastic bubble, his sister, and their best friend must defend an apartment complex from the mutant Judas Breed insects.",2.803406,/vNAwfgBPZXprxfgx7cF5Cji4be1.jpg,"[{'name': 'Neo Art & Logic', 'id': 2811}, {'name': 'Dimension Films', 'id': 7405}]",2003-04-14,0.0,77.0,Released,,Mimic: Sentinel,4.8,36.0,/AmlJVxC6M1BfZgpgtuBoTg1Jwqq.jpg
"{'id': 86092, 'name': 'Step Up Collection', 'poster_path': '/f4KxUp5IL5sgoDzFUL9GoUfy01C.jpg', 'backdrop_path': '/3jr0rQcsWyfqBlmzE0h0igjJohS.jpg'}","[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}]",9762,tt0462590,en,Step Up,"Everyone deserves a chance to follow their dreams, but some people only get one shot. Tyler Gage is a rebel from the wrong side of Baltimore's tracks and the only thing that stands between him and an unfulfilled life are his dreams of one day making it out of there. Nora is a privileged ballet dancer attending Baltimore's ultra-elite Maryland School of the Arts",14.21769,/uy1kUNtvYTZLkBSpQP8FQMRdAg7.jpg,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Offspring Entertainment', 'id': 2378}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Eketahuna LLC', 'id': 74192}]",2006-08-11,114194847.0,104.0,Released,Every Second Chance Begins With a First Step,Step Up,6.7,1092.0,/3jr0rQcsWyfqBlmzE0h0igjJohS.jpg
"{'id': 221539, 'name': 'Dracula (Universal Series)', 'poster_path': '/srgkikGqQD32mhaq8wT6Qz2eLcD.jpg', 'backdrop_path': '/sdbStuQ5qEPZqqWUlNlBd0dPtBT.jpg'}","[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",22440,tt0027545,en,Dracula's Daughter,A countess from Transylvania seeks a psychiatrist’s help to cure her vampiric cravings.,2.076008,/pEHxABVS2iBkvhInc2gEu2utctI.jpg,"[{'name': 'Universal Pictures', 'id': 33}]",1936-05-11,0.0,71.0,Released,She gives you that WEIRD FEELING,Dracula's Daughter,6.3,24.0,/sdbStuQ5qEPZqqWUlNlBd0dPtBT.jpg
"{'id': 9743, 'name': 'The Hannibal Lecter Anthology', 'poster_path': '/aRbyr3KsdmIczGh6VrlvlgQdwMQ.jpg', 'backdrop_path': '/npCbvak9UhjPsZB9Oa2k2jsqI7E.jpg'}","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1248,tt0367959,en,Hannibal Rising,"The story of the early, murderous roots of the cannibalistic killer, Hannibal Lecter – from his hard-scrabble Lithuanian childhood, where he witnesses the repulsive lengths to which hungry soldiers will go to satiate themselves, through his sojourn in France, where as a med student he hones his appetite for the kill.",2.159558,/k1QRG9qZzuuJe4JTTpe4jlnQ5tt.jpg,"[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'ETIC Films', 'id': 2979}, {'name': 'Quinta Communications', 'id': 6370}, {'name': 'Dino De Laurentiis Company', 'id': 10308}, {'name': 'Zephyr Films', 'id': 16923}, {'name': 'Young Hannibal Productions', 'id': 20394}, {'name': 'Carthago Films S.a.r.l.', 'id': 20395}]",2007-02-06,82169884.0,121.0,Released,It started with revenge.,Hannibal Rising,6.0,666.0,/npCbvak9UhjPsZB9Oa2k2jsqI7E.jpg
"{'id': 103372, 'name': 'Mr. Bean Collection', 'poster_path': '/61Jcc1Gwc2KE7sIJ1HPqqdt67ji.jpg', 'backdrop_path': '/aIXcqHz5VKRLXHPsNo0dFoK7YP5.jpg'}","[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",1268,tt0453451,en,Mr. Bean's Holiday,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.",10.19853,/5G3gOZemcwXf2nbUFB4VCc5gl2A.jpg,"[{'name': 'Tiger Aspect Productions', 'id': 686}, {'name': 'Working Title Films', 'id': 10163}]",2007-03-22,229736344.0,90.0,Released,Disaster has a passport.,Mr. Bean's Holiday,6.1,682.0,/aIXcqHz5VKRLXHPsNo0dFoK7YP5.jpg
"{'id': 556, 'name': 'Spider-Man Collection', 'poster_path': '/aNknE3vw8QC5gDHBRYpOz9gzuPc.jpg', 'backdrop_path': '/waZqriYTuBE3WqXI3SDGi3kfDQE.jpg'}","[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",559,tt0413300,en,Spider-Man 3,"The seemingly invincible Spider-Man goes up against an all-new crop of villain – including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",27.614265,/sqZKCRYGovZ8aN99VVJSdL8Ja9k.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Laura Ziskin Productions', 'id': 326}, {'name': 'Marvel Enterprises', 'id': 19551}]",2007-05-01,890871626.0,139.0,Released,The battle within.,Spider-Man 3,5.9,3687.0,/waZqriYTuBE3WqXI3SDGi3kfDQE.jpg
"{'id': 1565, 'name': '28 Days/Weeks Later Collection', 'poster_path': '/4AeGz1Jwnq6ky2kfLT95Tm8nEiw.jpg', 'backdrop_path': '/bpn1vynevsKLwAMRikY1L6cb18p.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",1562,tt0463854,en,28 Weeks Later,"In this chilling sequel to 28 Days Later, the inhabitants of the British Isles appear to have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",12.884191,/kcJ99AtUykDhpzfQOApsViQa3fj.jpg,"[{'name': 'DNA Films', 'id': 284}, {'name': 'Figment Films', 'id': 359}, {'name': 'Sociedad General de Cine S.A.', 'id': 785}, {'name': 'UK Film Council', 'id': 2452}, {'name': 'Fox Atomic', 'id': 2890}, {'name': 'Koan Films', 'id': 10890}]",2007-04-26,64238440.0,100.0,Released,When days turn to weeks... the horror returns.,28 Weeks Later,6.5,1225.0,/bpn1vynevsKLwAMRikY1L6cb18p.jpg
"{'id': 110177, 'name': 'Goal! Collection', 'poster_path': '/jaUSrep1RTzr73QPN3DNkW4LiRn.jpg', 'backdrop_path': '/mKTYkGMseCEFXuZ4CjuZ00xXRCd.jpg'}","[{'id': 18, 'name': 'Drama'}]",9815,tt0473360,en,Goal! II: Living the Dream,"Tempted away from Newcastle United to join Real Madrid, rising star Santiago Munez finds this latest change of fortune the greatest challenge yet - personally as well as professionally. He is reunited with Gavin Harris, though they must compete to be on the team, and estranged from fiancee Roz, whose nursing career keeps her back home.",4.59233,/sKKej989oVbZahldAkrMVmyB8pU.jpg,"[{'name': 'Impala', 'id': 1183}]",2007-02-09,0.0,115.0,Released,,Goal! II: Living the Dream,5.8,147.0,/mKTYkGMseCEFXuZ4CjuZ00xXRCd.jpg
"{'id': 263, 'name': 'The Dark Knight Collection', 'poster_path': '/bqS2lMgGkuodIXtDILFWTSWDDpa.jpg', 'backdrop_path': '/xfKot7lqaiW4XpL5TtDlVBA9ei9.jpg'}","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",155,tt0468569,en,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",123.167259,/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'DC Entertainment', 'id': 9993}, {'name': 'Syncopy', 'id': 9996}]",2008-07-16,1004558444.0,152.0,Released,Why So Serious?,The Dark Knight,8.3,12269.0,/xfKot7lqaiW4XpL5TtDlVBA9ei9.jpg
"{'id': 363015, 'name': 'Frosty the Snowman Collection', 'poster_path': '/p4W9r7FaSs21P9I6PRjrl6qXrXY.jpg', 'backdrop_path': '/9C08pJcp2gBlHrjb8ArYNG18xX4.jpg'}","[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 10770, 'name': 'TV Movie'}]",13675,tt0064349,en,Frosty the Snowman,"A discarded silk top-hat becomes the focus of a struggle between a washed-up stage magician and a group of schoolchildren, after it magically brings a snowman to life. Realizing that newly-living Frosty will melt in spring unless he takes refuge in a colder climate, Frosty and Karen, a young girl who he befriends, stow away on a freight train headed for the north pole. Little do they know that the magician is following them, and he wants his hat back!",4.305337,/11OatmlcIjhRyvKcSi96ccumoEp.jpg,"[{'name': 'Rankin/Bass Productions', 'id': 688}]",1969-12-07,0.0,25.0,Released,,Frosty the Snowman,6.7,72.0,/9C08pJcp2gBlHrjb8ArYNG18xX4.jpg
"{'id': 87253, 'name': 'High School Musical Collection', 'poster_path': '/dXIgM9sEWIkUfRH8GZUKHv1t5n.jpg', 'backdrop_path': '/t1mwGPJi3NkwMeyeUHr9zlQhlTo.jpg'}","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",13649,tt0810900,en,High School Musical 2,"The East High Wildcats are ready to have the time of their lives. Troy (Zac Efron) is thrilled when he’s offered a job in a country club, but it’s all part of Sharpay’s (Ashley Tisdale) plot to lure him away from Gabriella (Vanessa Hudgens). How will it all turn out? All questions are answered on the night of the club’s Talent Show.",6.529094,/oZ0u3CLAdSzJWAVXsHhGqzmCiNG.jpg,"[{'name': 'Disney Channel', 'id': 3213}]",2007-08-17,7000000.0,104.0,Released,,High School Musical 2,6.1,884.0,/t1mwGPJi3NkwMeyeUHr9zlQhlTo.jpg
"{'id': 10441, 'name': 'Babylon 5 Collection', 'poster_path': '/4SmQl6eoFuyvHPj1noqqKf93yK6.jpg', 'backdrop_path': '/mpiKaJZSIDVGbuKxL1KyQPxeW6Y.jpg'}","[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",16068,tt0280453,en,Babylon 5: The Legend of the Rangers - To Live and Die in Starlight,"After being punished for retreat from combat, Ranger David Martel is given command of the Liandra, a haunted 20-year old Minbari fighting ship. He's escorting ambassadors to a secret archaeological site, the oldest city on record and a clue to a dangerous ancient race.",2.698788,/bIhOn8xKsOQGjiNCQ8sKoQyYmNa.jpg,"[{'name': 'Babylonian Productions', 'id': 2181}, {'name': 'Sci-Fi Channel', 'id': 5856}, {'name': 'Legendary Films Inc.', 'id': 25191}]",2002-01-19,0.0,90.0,Released,,Babylon 5: The Legend of the Rangers - To Live and Die in Starlight,5.9,27.0,/mpiKaJZSIDVGbuKxL1KyQPxeW6Y.jpg
"{'id': 10893, 'name': 'Critters Collection', 'poster_path': '/rWZytVHeFsADHeuoPCIf4c7Qepb.jpg', 'backdrop_path': '/9K0ycQWRv4vSL1oM8y7dOXwFpy6.jpg'}","[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",12525,tt0101628,en,Critters 4,"Just before bounty hunter Charile triggers his gun to destroy the last two Critter-eggs, he gets a message that it would be illegal to extinguish the race from the galaxy. He's sent a transporter where he puts the eggs - unfortunately the transporter takes him with it and then gets lost in space.",8.537871,/w7AnAlh5wyR0ItcSg7CeFHDYONW.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'OH Films', 'id': 66755}]",1992-08-20,0.0,100.0,Released,In Space... They love to hear you scream,Critters 4,4.3,46.0,/9K0ycQWRv4vSL1oM8y7dOXwFpy6.jpg
"{'id': 86774, 'name': 'Che Collection', 'poster_path': '/dnUuLNFFQnoyKUjx3YtkKhaLlfE.jpg', 'backdrop_path': '/9WEBVDt9wj5sal9LnzWXwNtSEqP.jpg'}","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",8881,tt0892255,en,Che: Part One,"The Argentine, begins as Che and a band of Cuban exiles (led by Fidel Castro) reach the Cuban shore from Mexico in 1956. Within two years, they mobilized popular support and an army and toppled the U.S.-friendly regime of dictator Fulgencio Batista.",5.68041,/uhUGBtg7GwHQfm6ITdNZms4fTZI.jpg,"[{'name': 'Wild Bunch', 'id': 856}, {'name': 'Telecinco', 'id': 1182}, {'name': 'Laura Bickford Productions', 'id': 5163}, {'name': 'Morena Films', 'id': 10031}, {'name': 'Ministerio de Cultura', 'id': 11408}, {'name': 'Guerrilla Films', 'id': 11411}, {'name': 'Section Eight Productions', 'id': 14315}]",2008-09-05,0.0,134.0,Released,The revolution made him a legend.,Che: Part One,6.8,209.0,/9WEBVDt9wj5sal9LnzWXwNtSEqP.jpg
"{'id': 174218, 'name': 'The Howling Collection', 'poster_path': '/ci6CZhFFLm0r3fDomXlRAmCEesr.jpg', 'backdrop_path': '/a0UuiTYxqMmj5Ll26rORaFoTKBc.jpg'}","[{'id': 27, 'name': 'Horror'}]",35945,tt0097534,en,Howling V: The Rebirth,"When a group of people from different walks of life converge in a Hungarian castle situated in Budapest which has been sealed for 500 years, they bring with them a werewolf which slowly begins to cut their numbers down.",0.187499,/44CC72slmP6rPplS438pOPsewik.jpg,[],1989-01-01,0.0,96.0,Released,,Howling V: The Rebirth,3.9,20.0,/a0UuiTYxqMmj5Ll26rORaFoTKBc.jpg
"{'id': 9485, 'name': 'The Fast and the Furious Collection', 'poster_path': '/mCkqJf4ijbNoBWvJ0RTWZJuhJUA.jpg', 'backdrop_path': '/z5A5W3WYJc3UVEWljSGwdjDgQ0j.jpg'}","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",13804,tt1013752,en,Fast & Furious,"When a crime brings them back to L.A., fugitive ex-con Dom Toretto reignites his feud with agent Brian O'Conner. But as they are forced to confront a shared enemy, Dom and Brian must give in to an uncertain new trust if they hope to outmaneuver him. And the two men will find the best way to get revenge: push the limits of what's possible behind the wheel.",1.498902,/ft8IqAGFs3V7i87z0t0EVRUjK1p.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Original Film', 'id': 333}, {'name': 'One Race Productions', 'id': 1225}, {'name': 'Dentsu Inc.', 'id': 1778}, {'name': 'Relativity Media', 'id': 7295}]",2009-04-02,363164265.0,107.0,Released,New Model. Original Parts.,Fast & Furious,6.5,2426.0,/z5A5W3WYJc3UVEWljSGwdjDgQ0j.jpg
"{'id': 528, 'name': 'The Terminator Collection', 'poster_path': '/vxiKtcxAJxHhlg2H1X8y7zcM3k6.jpg', 'backdrop_path': '/cpmbkwSxZnKO69V82A9a34tvk2E.jpg'}","[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",534,tt0438488,en,Terminator Salvation,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",16.507496,/gw6JhlekZgtKUFlDTezq3j5JEPK.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'The Halcyon Company', 'id': 4021}, {'name': 'Wonderland Sound and Vision', 'id': 4022}, {'name': 'Warner Bros.', 'id': 6194}]",2009-05-20,371353001.0,115.0,Released,The End Begins.,Terminator Salvation,5.9,2496.0,/cpmbkwSxZnKO69V82A9a34tvk2E.jpg
"{'id': 146534, 'name': 'Without a Paddle Collection', 'poster_path': '/y9oLmGnSosSQqjhJgmj1zQVswn7.jpg', 'backdrop_path': '/tQuDhG9nEsyNR7y4P4J5O9OEuF7.jpg'}","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",28677,tt1276107,en,Without a Paddle: Nature's Calling,"Venturing into the woods causes nothing but trouble and hilarity for three misguided males in this straight to video spin-off of 2004's ""Without A Paddle"".",2.390543,/xx36wep0U9gzOGQM0KEksEZFvcd.jpg,"[{'name': 'Paramount Home Entertainment', 'id': 6548}]",2009-01-13,0.0,96.0,Released,Three guys. One chance. No plan.,Without a Paddle: Nature's Calling,5.1,18.0,/tQuDhG9nEsyNR7y4P4J5O9OEuF7.jpg
"{'id': 86119, 'name': 'The Hangover Collection', 'poster_path': '/aMmNLuyXvdBih1R5RRHtdtNaS6N.jpg', 'backdrop_path': '/uEtsf26a9RsRDy85MOIv1xAj44x.jpg'}","[{'id': 35, 'name': 'Comedy'}]",18785,tt1119646,en,The Hangover,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",23.947351,/uluhlXubGu1VxU63X9VHCLWDAYP.jpg,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Green Hat Films', 'id': 3527}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'IFP Westcoast Erste', 'id': 12235}]",2009-06-05,459270619.0,100.0,Released,Some guys just can't handle Vegas.,The Hangover,7.2,6324.0,/uEtsf26a9RsRDy85MOIv1xAj44x.jpg
"{'id': 8864, 'name': 'Final Destination Collection', 'poster_path': '/mZUyhsfIthTl5rfdeSox702Ircr.jpg', 'backdrop_path': '/y3aWOInifbGKXM34KjtcMITrZRZ.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",19912,tt1144884,en,The Final Destination,"After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end.",8.805723,/5vxXrr1MqGsT4NNeRITpfDnl4Rq.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Practical Pictures', 'id': 48788}, {'name': 'Parallel Zide', 'id': 48792}]",2009-08-26,186167139.0,82.0,Released,Rest In Pieces,The Final Destination,5.4,851.0,/y3aWOInifbGKXM34KjtcMITrZRZ.jpg
"{'id': 46082, 'name': 'Ma and Pa Kettle Collection', 'poster_path': '/v0QttT5SKQfmLFMPc7SZFx54WAD.jpg', 'backdrop_path': '/9UeO7vS3si5tsRcZ3177o0ADztg.jpg'}","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",42342,tt0039349,en,The Egg and I,"It tells the story of young married couple who become chicken farmers. Betty has been raised to follow her husband's dreams with him, and Bob's dream is to be a successful chicken farmer. The problem is their home is old and needs to be repaired and the baby chicks need constant care. When a rich single woman with a new house and new farm equipment flirts with Bob, Betty questions their decision to move to the farm in the first place.",0.628683,/pzsj3YECC0vWmoUuN4Un8gM1YF.jpg,"[{'name': 'Universal Pictures', 'id': 33}]",1947-05-01,0.0,108.0,Released,,The Egg and I,7.1,8.0,/9UeO7vS3si5tsRcZ3177o0ADztg.jpg
"{'id': 313576, 'name': 'Hot Tub Time Machine Collection', 'poster_path': '/iEhb00TGPucF0b4joM1ieyY026U.jpg', 'backdrop_path': '/noeTVcgpBiD48fDjFVic1Vz7ope.jpg'}","[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",23048,tt1231587,en,Hot Tub Time Machine,"A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born.",11.967652,/zERxFAXiQdPAfsumIIcBFH8fOVt.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'New Crime Productions', 'id': 12886}]",2010-03-26,64572262.0,101.0,Released,Kick some past,Hot Tub Time Machine,5.9,911.0,/noeTVcgpBiD48fDjFVic1Vz7ope.jpg
"{'id': 131292, 'name': 'Iron Man Collection', 'poster_path': '/fbeJ7f0aD4A112Bc1tnpzyn82xO.jpg', 'backdrop_path': '/rI8zOWkRQJdlAyQ6WJOSlYK6JxZ.jpg'}","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",10138,tt1228705,en,Iron Man 2,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",19.083344,/ArqpkNYGfcTIA6umWt6xihfIZZv.jpg,"[{'name': 'Marvel Studios', 'id': 420}]",2010-04-28,623933331.0,124.0,Released,"It's not the armor that makes the hero, but the man inside.",Iron Man 2,6.6,6969.0,/rI8zOWkRQJdlAyQ6WJOSlYK6JxZ.jpg
"{'id': 435347, 'name': '男はつらいよ シリーズ', 'poster_path': '/k4gM0LHFIqcrMui0E96UcFFjRmK.jpg', 'backdrop_path': '/rYzWYGF0uZ5jWGHsIoRoGUOdpoi.jpg'}","[{'id': 35, 'name': 'Comedy'}]",253232,tt0067540,en,Otoko wa tsurai yo: Torajiro koiuta,"Taking a message from Hiroshi's father to heart, Torajiro attempts to give up his wandering ways.",3.8e-05,/gA2rQIMpillcYehqi2RSTwKlooF.jpg,"[{'name': 'Shochiku Co., Ltd.', 'id': 192}]",1971-12-29,0.0,114.0,Released,,Tora-san's Love Call,0.0,0.0,/rYzWYGF0uZ5jWGHsIoRoGUOdpoi.jpg
"{'id': 10194, 'name': 'Toy Story Collection', 'poster_path': '/7G9915LfUQ2lVfwMEEhDsn3kT4B.jpg', 'backdrop_path': '/9FBwqcd9IRruEDUrTdcaafOMKUq.jpg'}","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",10193,tt0435761,en,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",16.96647,/mMltbSxwEdNE4Cv8QYLpzkHWTDo.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Pixar Animation Studios', 'id': 3}]",2010-06-16,1066969703.0,103.0,Released,No toy gets left behind.,Toy Story 3,7.6,4710.0,/9FBwqcd9IRruEDUrTdcaafOMKUq.jpg
"{'id': 399, 'name': 'Predator Collection', 'poster_path': '/6Z7lASptoiRVxiCFvZaFgH9qp7u.jpg', 'backdrop_path': '/fXVzk9OxQwROCuiWvd0Cv76qmZi.jpg'}","[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",34851,tt1424381,en,Predators,"A mercenary reluctantly leads a motley crew of warriors who soon come to realize they've been captured and deposited on an alien planet by an unknown nemesis. With the exception of a peculiar physician, they are all cold-blooded killers, convicts, death squad members... hunters who have now become the hunted.",9.034929,/wdniP8NDaJIydi1hMxhpbJMUfr6.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Dune Entertainment III', 'id': 6332}, {'name': 'Troublemaker Studios', 'id': 10807}]",2010-07-03,126248813.0,107.0,Released,Fear is Reborn,Predators,6.0,1231.0,/fXVzk9OxQwROCuiWvd0Cv76qmZi.jpg
"{'id': 177675, 'name': 'The Last Exorcism Collection', 'poster_path': '/qHW7u9UxFLbKypwkvkE6rpBftn7.jpg', 'backdrop_path': '/jCXId2VCkC4NMfQwSzzWOS6Uld1.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",38358,tt1320244,en,The Last Exorcism,"After years of performing “exorcisms” and taking believers’ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine “exorcism” on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.",6.397109,/eOo9tgGjxdsQEgqc6g7E1NL8460.jpg,"[{'name': 'Strike Entertainment', 'id': 655}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Arcade Pictures', 'id': 11112}]",2010-08-27,67738090.0,87.0,Released,Believe In Him.,The Last Exorcism,5.6,330.0,/jCXId2VCkC4NMfQwSzzWOS6Uld1.jpg
